concept:musclelocatedinbodypart	63
concept:aquariumincity	62
concept:teammate	59
concept:objectlookslikeobject	57
concept:colorassociatedwithvisualizableattribute	53
concept:writerwasbornincity	52
concept:itemexistsatlocation	52
concept:locationofbombing	50
concept:productinstanceof	49
concept:countriessuchascountries	49
concept:personhasage	49
concept:diseasecausesphysiologicalcondition	47
concept:athletessuchasathletes	46
concept:streetincity	45
concept:attractionmadeofbuildingmaterial	45
concept:personleadscity	41
concept:victiminbombing	41
concept:personhasresidenceinstateorprovince	40
concept:restaurantincity	39
concept:commentatorofbombing	39
concept:locationofprotest	39
concept:vegetablecanbeservedwithgrain	39
concept:productbeinglauched	37
concept:personwrittenaboutinpublication	36
concept:attractionbefallincity	35
concept:arthropodthatfeedoninsect	35
concept:invertebratehascolor	32
concept:professionssuchasprofessions	32
concept:companyproducesvideogamesystem	31
concept:agentcreatedorganization	31
concept:musicfestivalssuchasmusicfestivals	30
concept:organizationhasofficialwebsite	30
concept:attackerinbombing	30
concept:televisionshowssuchastelevisionshows	30
concept:mountainatgeopoliticallocation	30
concept:personhasresidenceincountry	30
concept:animalsuchasmollusk	29
concept:conferencessuchasconferences	29
concept:toolssuchastools	29
concept:locationofearthquake	29
concept:locationofroadaccident	28
concept:malemovedtostateorprovince	28
concept:organizationcreatedatdate	28
concept:personhasethnicity	27
concept:coachworksincountry	27
concept:amphibiansuchasamphibian	27
concept:productproducedincountry	27
concept:criminalssuchascriminals	27
concept:personbirthdate	26
concept:bakegoodistypicalincountry	26
concept:personhasreligion	26
concept:arteryarisesfromartery	26
concept:athletecoach	26
concept:persondiedinstateorprovince	25
concept:diseasemaybecausedbydrug	25
concept:actorofprotest	25
concept:marriedinyear	25
concept:comediancanbethesameasfemale	24
concept:arthropodlookslikeinsect	24
concept:personinacademicfield	24
concept:invertebrateturnintoinsect	24
concept:mammalinducesemotion	23
concept:launchingproductcompany	23
concept:victiminroadaccident	23
concept:epicenterofearthquake	22
concept:personborninstateorprovince	22
concept:personbornincountry	21
concept:arthropodbesometimesconfusewithinsect	21
concept:countryisthehomeofsportsteam	21
concept:meatcomesfromanimal	21
concept:musicsongisatrackofmusicalbum	20
concept:stadiumoreventvenuedisclosescompany	20
concept:bankchiefexecutiveceo	20
concept:zooincity	20
concept:vegetableisproducedatcountry	19
concept:launchingproducttype	19
concept:visualartistartmovement	19
concept:damagedinbombing	18
concept:professionactsatthesameareaofpoliticissue	18
concept:vehicleistypeofvehicle	18
concept:athletealsoknownas	18
concept:languageofcity	18
concept:agentstudiesphysiologicalcondition	18
concept:actorworkedwithdirector	17
concept:eventdate	17
concept:arachnidiseatenbybird	17
concept:shoppingmallincity	17
concept:clothmadeofplant	17
concept:agentholdssharesincompany	17
concept:persondiedincity	17
concept:magnitudeofearthquaque	17
concept:celebritysuchascelebrity	16
concept:injuredinbombing	16
concept:actorsuchasactor	16
concept:coachcanspeaklanguage	16
concept:mammaleatsinsect	16
concept:numberofinjuredinbombing	16
concept:mlareaexpert	15
concept:stateorprovinceattainstrainstation	15
concept:automobilemakerchiefexecutiveceo	15
concept:wineryatfarm	15
concept:hassister	15
concept:architectssuchasarchitects	15
concept:buildingispartofuniversity	15
concept:musicalartisthadapetanimal	15
concept:astronautwasonamissionwithastronaut	15
concept:arthropodsuchascrustacean	15
concept:athletepublishesinblog	15
concept:numberofkilledinbombing	14
concept:languagespokenatisland	14
concept:coachstudiedatuniversity	14
concept:officebuildingroominbuilding	14
concept:buildingfeaturebuiltabovelake	14
concept:productlauchpredecessor	14
concept:productlauchvenue	14
concept:politicianuswenttoschool	14
concept:beveragecansoftendisease	14
concept:arteriessuchasarteries	14
concept:politicsbillconcernsissue	14
concept:agenthaswebsite	13
concept:sourceofearthquake	13
concept:newpaperhaswebsite	13
concept:grainusedtomakecandy	13
concept:weaponusedinprotest	13
concept:placeofworshippracticesreligion	13
concept:productlauchcompetingcompany	13
concept:magazineisleadbyceo	13
concept:meetingeventtitlehasspeakingperson	12
concept:politicsbillsponsoredbypoliticianus	12
concept:targetinbombing	12
concept:meetingeventtitleatdate	12
concept:meetingeventtitlehasmeetingeventtype	12
concept:prodctlaunchingproductcompetitor	12
concept:farmlocatedinstate	12
concept:meetingeventtitleinbuilding	12
concept:guiltyofroadaccident	12
concept:meetingeventtitleinofficebuildingroom	12
concept:mlauthorofsoftware	12
concept:farmproducesagriculturalproduct	12
concept:academicfieldhassubfield	12
concept:zipcodeinlocation	11
concept:academicfieldusedbyeconomicsector	11
concept:politicsgroupconcernsissue	11
concept:awardtrophytournamentwasawardedonstadium	11
concept:softwareisprogrammedinprogramminglanguage	11
concept:astronautssuchasaustronauts	11
concept:sportsgamescore	11
concept:drugexpectedreleasedate	11
concept:airportsuchasairport	11
concept:arthropodcanbeveryirritatingtomammal	11
concept:commentatorofearthquake	11
concept:hotelwasbuiltatfarm	11
concept:bombinghaswitness	11
concept:hotelbuiltatpark	11
concept:explosivesinbombing	10
concept:aquariumssuchasaquariums	10
concept:sportsgamedate	10
concept:videogamessuchasvideogames	10
concept:restaurantlocatedinskyscraper	10
concept:persondeathdate	10
concept:buildingbelongstoorganization	10
concept:moviessuchasmovies	10
concept:booksuchasbook	10
concept:religionssuchasreligions	10
concept:victiminearthquake	10
concept:archaeasuchasarchaea	10
concept:reasonofcollision	10
concept:timeofearthquake	9
concept:arachnidssuchasarachnids	9
concept:commentatorofprotest	9
concept:birdmayconsumeprotein	9
concept:victiminprotest	9
concept:athleteplayedforschool	9
concept:bacteriacancauseillnessfromfood	9
concept:athletefracturedbone	9
concept:numberofinjuredinroadaccident	9
concept:personineconomicsector	9
concept:timeofbombing	9
concept:damagedinearthquake	8
concept:insecteatsgrain	8
concept:athletecanbethesameasactor	8
concept:injuredinprotest	8
concept:televisionshowisbasedonmovie	8
concept:criminalarrestedincountry	8
concept:numberofcasualtiesinroadaccident	7
concept:timeofroadaccident	7
concept:sportsgameloserscore	7
concept:sportsgamewinnerscore	7
concept:injuredinearthquake	7
concept:automobileenginesuchasautomobileengine	7
concept:injuredinroadaccident	7
concept:sportsgameloser	6
concept:islandhasskiarea	6
concept:universityledmusicfestival	6
concept:commentatorofroadaccident	6
concept:agentowns	5
concept:numberofinjuredinprotest	5
concept:sportnamehasoriginlanguage	5
concept:publicationpublishedinmagazine	5
concept:coachalsoknownas	5
concept:securityinbombing	5
concept:numberofcasualtiesinearthquake	5
concept:numberofinjuredinearthquake	5
concept:stadiumalsoknownas	5
concept:numberofarrestedinbombing	5
concept:prodctlaunchingproductprice	3
concept:damagedinprotest	3
concept:celebritycanbethesameasceo	3
concept:timeofprotest	2
concept:persondiedinlocation	2
concept:scientistcanbethesameaswriter	1
concept:farmlocatedincountry	1
concept:eventatlocation	1
